attr_path,pname,version,forge_type,origin_url,owner,repo,rev,rev_type,hash,fetch_url
azure-cli,azure-cli,2.83.0,fetchFromGitHub,https://github.com/Azure/azure-cli,Azure,azure-cli,refs/tags/azure-cli-2.83.0,tag,sha256-ptmqcRbjLWMZ9i+rt0amfjpVC+VuE+L3Np2gPpF7Urg=,https://github.com/Azure/azure-cli/archive/refs/tags/azure-cli-2.83.0.tar.gz
azure-functions-core-tools,azure-functions-core-tools,4.0.7030,fetchFromGitHub,https://github.com/Azure/azure-functions-core-tools,Azure,azure-functions-core-tools,refs/tags/4.0.7030,tag,sha256-ibbXUg2VHN2yJk6qwLwDbxcO0XArFFb7XMUCfKH0Tkw=,https://github.com/Azure/azure-functions-core-tools/archive/refs/tags/4.0.7030.tar.gz
azure-storage-azcopy,azure-storage-azcopy,10.31.1,fetchFromGitHub,https://github.com/Azure/azure-storage-azcopy,Azure,azure-storage-azcopy,refs/tags/v10.31.1,tag,sha256-VB7bMbMzBl5ulrTNZIHdNYKx0vHeEYIJi4L50M8BY4M=,https://github.com/Azure/azure-storage-azcopy/archive/refs/tags/v10.31.1.tar.gz
badgemagic-app,badgemagic-app,1.18.15,fetchFromGitHub,https://github.com/fossasia/badgemagic-app,fossasia,badgemagic-app,refs/tags/v1.18.15,tag,sha256-zQ7ajVHueyCJP2n81dogM5YytxOoJ/hJt/qYbmw64e0=,https://github.com/fossasia/badgemagic-app/archive/refs/tags/v1.18.15.tar.gz
badger,badger,4.9.1,fetchFromGitHub,https://github.com/dgraph-io/badger,dgraph-io,badger,refs/tags/v4.9.1,tag,sha256-BsKFi4oMNJE09PBjFmqNhbMcQcHk5uR5QssbwN2ZNCk=,https://github.com/dgraph-io/badger/archive/refs/tags/v4.9.1.tar.gz
balena-cli,balena-cli,24.0.3,fetchFromGitHub,https://github.com/balena-io/balena-cli,balena-io,balena-cli,v24.0.3,tag,sha256-RoS0T8YuWHw+aXHkHURO+sQGJGaPP8olJ1Jau/lkh7g=,https://github.com/balena-io/balena-cli/archive/v24.0.3.tar.gz
bark-server,bark-server,2.3.4,fetchFromGitHub,https://github.com/Finb/bark-server,Finb,bark-server,refs/tags/v2.3.4,tag,sha256-ANOGAzm+25WUoRMGE5b70uKE4EhlGkuC4QWvpa2K7Uo=,https://github.com/Finb/bark-server/archive/refs/tags/v2.3.4.tar.gz
bazel-watcher,bazel-watcher,0.28.0,fetchFromGitHub,https://github.com/bazelbuild/bazel-watcher,bazelbuild,bazel-watcher,v0.28.0,tag,sha256-zbZhV1IjFW4USdj3MGdyfPabfCPUmAAaGBaguXqmcnY=,https://github.com/bazelbuild/bazel-watcher/archive/v0.28.0.tar.gz
bazelisk,bazelisk,1.28.1,fetchFromGitHub,https://github.com/bazelbuild/bazelisk,bazelbuild,bazelisk,v1.28.1,tag,sha256-iKU8B8yOT8cPvZhuor8ZVRsHQDoXq1ja1mr60XqHoEs=,https://github.com/bazelbuild/bazelisk/archive/v1.28.1.tar.gz
bcachefs-tools,bcachefs-tools,1.36.1,fetchFromGitHub,https://github.com/koverstreet/bcachefs-tools,koverstreet,bcachefs-tools,refs/tags/v1.36.1,tag,sha256-15Z1lHNeXTToDpdVc/YB5ojhoiB5qdgWs47O1aKoyFM=,https://github.com/koverstreet/bcachefs-tools/archive/refs/tags/v1.36.1.tar.gz
beancount,beancount,3.2.0,fetchFromGitHub,https://github.com/beancount/beancount,beancount,beancount,refs/tags/3.2.0,tag,sha256-XWTgaBvB4/SONL44afvprZwJUVrkoda5XLGNxad0kec=,https://github.com/beancount/beancount/archive/refs/tags/3.2.0.tar.gz
bee,bee,2.7.0,fetchFromGitHub,https://github.com/ethersphere/bee,ethersphere,bee,v2.7.0,tag,sha256-SteqSo2mfb3Mr5Zn1fZauhQbQ8iE3VgoDfLVj/IDhvs=,https://github.com/ethersphere/bee/archive/v2.7.0.tar.gz
berry,berry,0.1.13,fetchFromGitHub,https://github.com/JLErvin/berry,JLErvin,berry,0.1.13,tag,sha256-BMK5kZVoYTUA7AFZc/IVv4rpbn893b/QYXySuPAz2Z8=,https://github.com/JLErvin/berry/archive/0.1.13.tar.gz
biber-for-tectonic,biber,2.17,fetchFromGitHub,https://github.com/plk/biber,plk,biber,v2.17,tag,sha256-Tt2sN2b2NGxcWyZDj5uXNGC8phJwFRiyH72n3yhFCi0=,https://github.com/plk/biber/archive/v2.17.tar.gz
binaryen,binaryen,125,fetchFromGitHub,https://github.com/WebAssembly/binaryen,WebAssembly,binaryen,version_125,tag,sha256-QG8ZhvjcTbhIfYkVfrjxd97v9KaG/A8jO69rPg99/ME=,https://github.com/WebAssembly/binaryen/archive/version_125.tar.gz
bitrise,bitrise,2.39.1,fetchFromGitHub,https://github.com/bitrise-io/bitrise,bitrise-io,bitrise,v2.39.1,tag,sha256-/jD4FZTeT+RgNEJZqNZaSIsL1lSECdE6/fNyg1DJDYE=,https://github.com/bitrise-io/bitrise/archive/v2.39.1.tar.gz
bitwuzla,bitwuzla,0.8.2,fetchFromGitHub,https://github.com/bitwuzla/bitwuzla,bitwuzla,bitwuzla,refs/tags/0.8.2,tag,sha256-v5r+BWXUUbKtkos6qmGMC9MMytS/h759SHY6lsTHU1k=,https://github.com/bitwuzla/bitwuzla/archive/refs/tags/0.8.2.tar.gz
blasfeo,blasfeo,0.1.4.2,fetchFromGitHub,https://github.com/giaf/blasfeo,giaf,blasfeo,0.1.4.2,tag,sha256-p1pxqJ38h6RKXMg1t+2RHlfmRKPuM18pbUarUx/w9lw=,https://github.com/giaf/blasfeo/archive/0.1.4.2.tar.gz
blink-qt,blink-qt,6.0.4,fetchFromGitHub,https://github.com/AGProjects/blink-qt,AGProjects,blink-qt,refs/tags/6.0.4,tag,sha256-QESg9yo5oddYqSKuFLSMI2Oju3FCq97+j0uJDK85Yy8=,https://github.com/AGProjects/blink-qt/archive/refs/tags/6.0.4.tar.gz
blockdiag,blockdiag,3.0.0,fetchFromGitHub,https://github.com/blockdiag/blockdiag,blockdiag,blockdiag,refs/tags/3.0.0,tag,sha256-j8FoNUIJJOaahaol1MRPyY2jcPCEIlaAD4bmM2QKFFI=,https://github.com/blockdiag/blockdiag/archive/refs/tags/3.0.0.tar.gz
bolt_19,bolt,19.1.7,fetchFromGitHub,https://github.com/llvm/llvm-project,llvm,llvm-project,llvmorg-19.1.7,tag,,https://github.com/llvm/llvm-project/archive/llvmorg-19.1.7.tar.gz
bolt_20,bolt,20.1.8,fetchFromGitHub,https://github.com/llvm/llvm-project,llvm,llvm-project,llvmorg-20.1.8,tag,,https://github.com/llvm/llvm-project/archive/llvmorg-20.1.8.tar.gz
bolt_21,bolt,21.1.8,fetchFromGitHub,https://github.com/llvm/llvm-project,llvm,llvm-project,llvmorg-21.1.8,tag,,https://github.com/llvm/llvm-project/archive/llvmorg-21.1.8.tar.gz
bolt_22,bolt,22.1.0-rc3,fetchFromGitHub,https://github.com/llvm/llvm-project,llvm,llvm-project,llvmorg-22.1.0-rc3,tag,,https://github.com/llvm/llvm-project/archive/llvmorg-22.1.0-rc3.tar.gz
boofuzz,boofuzz,0.4.2,fetchFromGitHub,https://github.com/jtpereyda/boofuzz,jtpereyda,boofuzz,refs/tags/v0.4.2,tag,sha256-ffZVFmfDAJ+Qn3hbeHY/CvYgpDLxB+jaYOiYyZqZ7mo=,https://github.com/jtpereyda/boofuzz/archive/refs/tags/v0.4.2.tar.gz
boogie,Boogie,3.5.6,fetchFromGitHub,https://github.com/boogie-org/boogie,boogie-org,boogie,refs/tags/v3.5.6,tag,sha256-rJJXUeUbvJLrqVPY5uHnhoZN4aMJFGkwJ+zOsID7wYs=,https://github.com/boogie-org/boogie/archive/refs/tags/v3.5.6.tar.gz
bootiso,bootiso,4.2.0,fetchFromGitHub,https://github.com/jsamr/bootiso,jsamr,bootiso,v4.2.0,tag,1l09d543b73r0wbpsj5m6kski8nq48lbraq1myxhidkgl3mm3d5i,https://github.com/jsamr/bootiso/archive/v4.2.0.tar.gz
borgbackup,borgbackup,1.4.3,fetchFromGitHub,https://github.com/borgbackup/borg,borgbackup,borg,refs/tags/1.4.3,tag,sha256-v42Mv2wz34w2VYu2mPT/K7VtGSYsUDr+NUM99AzpSB0=,https://github.com/borgbackup/borg/archive/refs/tags/1.4.3.tar.gz
bosh-cli,bosh-cli,7.9.18,fetchFromGitHub,https://github.com/cloudfoundry/bosh-cli,cloudfoundry,bosh-cli,v7.9.18,tag,sha256-8bB1wOs4Ef6nR0d5Z6cmby6AiYSO90uBF6Hw6Q1UiWY=,https://github.com/cloudfoundry/bosh-cli/archive/v7.9.18.tar.gz
bottom,bottom,0.12.3,fetchFromGitHub,https://github.com/ClementTsang/bottom,ClementTsang,bottom,refs/tags/0.12.3,tag,sha256-arbVp0UjapM8SQ99XQCP7c+iGInyuxxx6LMEONRVl6o=,https://github.com/ClementTsang/bottom/archive/refs/tags/0.12.3.tar.gz
boxes,boxes,2.3.1,fetchFromGitHub,https://github.com/ascii-boxes/boxes,ascii-boxes,boxes,v2.3.1,tag,sha256-dvhb5KWBQt7g4n0ZTQMcJQljIfavV3g8i+P3PWB6Gwk=,https://github.com/ascii-boxes/boxes/archive/v2.3.1.tar.gz
breezy,breezy,3.3.21,fetchFromGitHub,https://github.com/breezy-team/breezy,breezy-team,breezy,refs/tags/brz-3.3.21,tag,sha256-S8YHFEWiSnkBFO75jMuEcvVZSnoV9SGCH/Ueodq2zow=,https://github.com/breezy-team/breezy/archive/refs/tags/brz-3.3.21.tar.gz
brioche,brioche,0.1.6,fetchFromGitHub,https://github.com/brioche-dev/brioche,brioche-dev,brioche,refs/tags/v0.1.6,tag,sha256-tMVBpFCTxesrkj7Z3huVD86baw1tYAtPdPAzYJzTCnA=,https://github.com/brioche-dev/brioche/archive/refs/tags/v0.1.6.tar.gz
brlcad,brlcad,7.38.2,fetchFromGitHub,https://github.com/BRL-CAD/brlcad,BRL-CAD,brlcad,refs/tags/rel-7-38-2,tag,sha256-23UTeH4gY2x/QGYZ64glAkf6LmsXBAppIOHgoUdxgpo=,https://github.com/BRL-CAD/brlcad/archive/refs/tags/rel-7-38-2.tar.gz
brutespray,brutespray,2.4.1,fetchFromGitHub,https://github.com/x90skysn3k/brutespray,x90skysn3k,brutespray,refs/tags/v2.4.1,tag,sha256-szW4Cvby93aWbdH4I/RbGVvPBuM11sJGLuZA4nP2Cb4=,https://github.com/x90skysn3k/brutespray/archive/refs/tags/v2.4.1.tar.gz
bspwm,bspwm,0.9.12,fetchFromGitHub,https://github.com/baskerville/bspwm,baskerville,bspwm,refs/tags/0.9.12,tag,sha256-sEheWAZgKVDCEipQTtDLNfDSA2oho9zU9gK2d6W6WSU=,https://github.com/baskerville/bspwm/archive/refs/tags/0.9.12.tar.gz
btcd,btcd,0.25.0,fetchFromGitHub,https://github.com/btcsuite/btcd,btcsuite,btcd,v0.25.0,tag,sha256-redoqqbiVdwgNLxDzBccqRBZGwhRTIY5nE9Gx6+4POc=,https://github.com/btcsuite/btcd/archive/v0.25.0.tar.gz
btcpayserver,btcpayserver,2.3.4,fetchFromGitHub,https://github.com/btcpayserver/btcpayserver,btcpayserver,btcpayserver,refs/tags/v2.3.4,tag,sha256-u4VNDKLOb6bEkdhRTmnGxyM+2a6mcdWwV1T4+HFK/14=,https://github.com/btcpayserver/btcpayserver/archive/refs/tags/v2.3.4.tar.gz
btcpayserver-altcoins,btcpayserver,2.3.4,fetchFromGitHub,https://github.com/btcpayserver/btcpayserver,btcpayserver,btcpayserver,refs/tags/v2.3.4,tag,sha256-u4VNDKLOb6bEkdhRTmnGxyM+2a6mcdWwV1T4+HFK/14=,https://github.com/btcpayserver/btcpayserver/archive/refs/tags/v2.3.4.tar.gz
btfs,btfs,3.1,fetchFromGitHub,https://github.com/johang/btfs,johang,btfs,v3.1,tag,sha256-JuofC4TpbZ56qiUrHeoK607YHVbwqwLGMIdUpsTm9Ic=,https://github.com/johang/btfs/archive/v3.1.tar.gz
bucklespring,bucklespring,1.5.1,fetchFromGitHub,https://github.com/zevv/bucklespring,zevv,bucklespring,refs/tags/v1.5.1,tag,0prhqibivxzmz90k79zpwx3c97h8wa61rk5ihi9a5651mnc46mna,https://github.com/zevv/bucklespring/archive/refs/tags/v1.5.1.tar.gz
bucklespring-libinput,bucklespring,1.5.1,fetchFromGitHub,https://github.com/zevv/bucklespring,zevv,bucklespring,refs/tags/v1.5.1,tag,0prhqibivxzmz90k79zpwx3c97h8wa61rk5ihi9a5651mnc46mna,https://github.com/zevv/bucklespring/archive/refs/tags/v1.5.1.tar.gz
bucklespring-x11,bucklespring,1.5.1,fetchFromGitHub,https://github.com/zevv/bucklespring,zevv,bucklespring,refs/tags/v1.5.1,tag,0prhqibivxzmz90k79zpwx3c97h8wa61rk5ihi9a5651mnc46mna,https://github.com/zevv/bucklespring/archive/refs/tags/v1.5.1.tar.gz
buildah-unwrapped,buildah,1.43.0,fetchFromGitHub,https://github.com/containers/buildah,containers,buildah,refs/tags/v1.43.0,tag,sha256-SihJXPnUrOe4TxbbnQOhXoZlbQZfLy0YGMV32CtojV8=,https://github.com/containers/buildah/archive/refs/tags/v1.43.0.tar.gz
buildkit,buildkit,0.27.1,fetchFromGitHub,https://github.com/moby/buildkit,moby,buildkit,v0.27.1,tag,sha256-vMSg5bYFkdWrdjexx/3kwyyingS5gqMcw5/JQ4RxDeU=,https://github.com/moby/buildkit/archive/v0.27.1.tar.gz
buildkite-cli,buildkite-cli,3.13.0,fetchFromGitHub,https://github.com/buildkite/cli,buildkite,cli,v3.13.0,tag,sha256-SX80Hw9iaYvdrprI/Y1lYXTaKeGTkeVIBk2UujB//cs=,https://github.com/buildkite/cli/archive/v3.13.0.tar.gz
buildpack,pack,0.37.0,fetchFromGitHub,https://github.com/buildpacks/pack,buildpacks,pack,refs/tags/v0.37.0,tag,sha256-QCN0UvWa5u9XX5LvY3yD8Xz2s1XzZUg/WXnAfWwZnY0=,https://github.com/buildpacks/pack/archive/refs/tags/v0.37.0.tar.gz
bulk_extractor,bulk_extractor,2.1.1,fetchFromGitHub,https://github.com/simsong/bulk_extractor,simsong,bulk_extractor,refs/tags/v2.1.1,tag,sha256-Jj/amXESFBu/ZaiIRlDKmtWTBVQ2TEvOM2jBYP3y1L8=,
bulky,bulky,4.2,fetchFromGitHub,https://github.com/linuxmint/bulky,linuxmint,bulky,refs/tags/4.2,tag,sha256-rUQ4GN8Pj7dXLbQBt99RmFk4rs+mFL/1taFJiTTVC2A=,https://github.com/linuxmint/bulky/archive/refs/tags/4.2.tar.gz
bump-my-version,bump-my-version,1.2.7,fetchFromGitHub,https://github.com/callowayproject/bump-my-version,callowayproject,bump-my-version,refs/tags/1.2.7,tag,sha256-fqbh1Ul1TzB2/HkTTlGFoUO6/hLNLNykcXjNb6I+Kpc=,https://github.com/callowayproject/bump-my-version/archive/refs/tags/1.2.7.tar.gz
butterfly,butterfly,2.4.4,fetchFromGitHub,https://github.com/LinwoodDev/Butterfly,LinwoodDev,Butterfly,refs/tags/v2.4.4,tag,sha256-fndhtUSawdnR5l0E5pcetBpt841aysncJb9IHoK3UKw=,https://github.com/LinwoodDev/Butterfly/archive/refs/tags/v2.4.4.tar.gz
bws,bws,1.0.0,fetchFromGitHub,https://github.com/bitwarden/sdk,bitwarden,sdk,bws-v1.0.0,tag,sha256-acS4yKppvIBiwBMoa5Ero4G9mUf8OLG/TbrZOolAwuc=,https://github.com/bitwarden/sdk/archive/bws-v1.0.0.tar.gz
c3c,c3c,0.7.10,fetchFromGitHub,https://github.com/c3lang/c3c,c3lang,c3c,refs/tags/v0.7.10,tag,sha256-f4/tWe9pXogRNHLeMgwyK4yeQRWqeL+xPj6cwLWo2oo=,https://github.com/c3lang/c3c/archive/refs/tags/v0.7.10.tar.gz
cadical,cadical,3.0.0,fetchFromGitHub,https://github.com/arminbiere/cadical,arminbiere,cadical,rel-3.0.0,tag,sha256-pymbSC6bwQQ0YCtJd3xWZiC22UEkFiKSLObSOnoQj9I=,https://github.com/arminbiere/cadical/archive/rel-3.0.0.tar.gz
cadical_2,cadical,2.2.1,fetchFromGitHub,https://github.com/arminbiere/cadical,arminbiere,cadical,rel-2.2.1,tag,sha256-dYRaw9DI63Nqz0IJkfQYU4y00KSfq1Xv0xZuL1G15CY=,https://github.com/arminbiere/cadical/archive/rel-2.2.1.tar.gz
caf,actor-framework,1.1.0,fetchFromGitHub,https://github.com/actor-framework/actor-framework,actor-framework,actor-framework,refs/tags/1.1.0,tag,sha256-opQaRMjEgPS78wPSFRIWb5kkxcQMuAb7aAa/93LKqpo=,https://github.com/actor-framework/actor-framework/archive/refs/tags/1.1.0.tar.gz
cagebreak,cagebreak,3.1.0,fetchFromGitHub,https://github.com/project-repo/cagebreak,project-repo,cagebreak,refs/tags/3.1.0,tag,sha256-ADRtfzmn8DmDNbiJO3WbhQZiriJoUAG2TxPmx+RwPXE=,https://github.com/project-repo/cagebreak/archive/refs/tags/3.1.0.tar.gz
calico-apiserver,calico-apiserver,3.31.3,fetchFromGitHub,https://github.com/projectcalico/calico,projectcalico,calico,v3.31.3,tag,sha256-w+dStKYbytNekl3HxBAek8kS+FC5Aeu7OEU4SIFLURY=,https://github.com/projectcalico/calico/archive/v3.31.3.tar.gz
calico-app-policy,calico-app-policy,3.31.3,fetchFromGitHub,https://github.com/projectcalico/calico,projectcalico,calico,v3.31.3,tag,sha256-w+dStKYbytNekl3HxBAek8kS+FC5Aeu7OEU4SIFLURY=,https://github.com/projectcalico/calico/archive/v3.31.3.tar.gz
calico-cni-plugin,calico-cni-plugin,3.31.3,fetchFromGitHub,https://github.com/projectcalico/calico,projectcalico,calico,v3.31.3,tag,sha256-w+dStKYbytNekl3HxBAek8kS+FC5Aeu7OEU4SIFLURY=,https://github.com/projectcalico/calico/archive/v3.31.3.tar.gz
calico-kube-controllers,calico-kube-controllers,3.31.3,fetchFromGitHub,https://github.com/projectcalico/calico,projectcalico,calico,v3.31.3,tag,sha256-w+dStKYbytNekl3HxBAek8kS+FC5Aeu7OEU4SIFLURY=,https://github.com/projectcalico/calico/archive/v3.31.3.tar.gz
calico-pod2daemon,calico-pod2daemon,3.31.3,fetchFromGitHub,https://github.com/projectcalico/calico,projectcalico,calico,v3.31.3,tag,sha256-w+dStKYbytNekl3HxBAek8kS+FC5Aeu7OEU4SIFLURY=,https://github.com/projectcalico/calico/archive/v3.31.3.tar.gz
calico-typha,calico-typha,3.31.3,fetchFromGitHub,https://github.com/projectcalico/calico,projectcalico,calico,v3.31.3,tag,sha256-w+dStKYbytNekl3HxBAek8kS+FC5Aeu7OEU4SIFLURY=,https://github.com/projectcalico/calico/archive/v3.31.3.tar.gz
calicoctl,calicoctl,3.31.3,fetchFromGitHub,https://github.com/projectcalico/calico,projectcalico,calico,v3.31.3,tag,sha256-w+dStKYbytNekl3HxBAek8kS+FC5Aeu7OEU4SIFLURY=,https://github.com/projectcalico/calico/archive/v3.31.3.tar.gz
callaudiod,callaudiod,0.1.10,fetchFromGitLab,https://gitlab.com/mobian1/callaudiod,mobian1,callaudiod,refs/tags/0.1.10,tag,sha256-gc66XrrFyhF1TvrDECBfGQc+MiDtqZPxdCn0S/43XQU=,https://gitlab.com/mobian1/callaudiod/-/archive/refs/tags/0.1.10/callaudiod-refs/tags/0.1.10.tar.gz
candle,candle,1.1.8,fetchFromGitHub,https://github.com/Denvi/Candle,Denvi,Candle,v1.1.8,tag,sha256-A53rHlabcuw/nWS7jsCyVrP3CUkmUI/UMRqpogyFOCM=,https://github.com/Denvi/Candle/archive/v1.1.8.tar.gz
cansina,cansina,0.9,fetchFromGitHub,https://github.com/deibit/cansina,deibit,cansina,refs/tags/0.9,tag,sha256-vDlYJSRBVFtEdE/1bN8PniFYkpggIKMcEakphHmaTos=,https://github.com/deibit/cansina/archive/refs/tags/0.9.tar.gz
caprice32,caprice32,4.6.0,fetchFromGitHub,https://github.com/ColinPitrat/caprice32,ColinPitrat,caprice32,v4.6.0,tag,0hng5krwgc1h9bz1xlkp2hwnvas965nd7sb3z9mb2m6x9ghxlacz,https://github.com/ColinPitrat/caprice32/archive/v4.6.0.tar.gz
caprine,caprine,2.61.0,fetchFromGitHub,https://github.com/sindresorhus/caprine,sindresorhus,caprine,v2.61.0,tag,sha256-hBGsqOqKMHNy2SNw1kHCQq1lPDd2S36L5pdKgD2O8FA=,https://github.com/sindresorhus/caprine/archive/v2.61.0.tar.gz
cargo-crev,cargo-crev,0.26.5,fetchFromGitHub,https://github.com/crev-dev/cargo-crev,crev-dev,cargo-crev,v0.26.5,tag,sha256-P6i2RvosI36rrg52kUcdrb5y4Fg0ms/mH5hcOWNgSik=,https://github.com/crev-dev/cargo-crev/archive/v0.26.5.tar.gz
cargo-deny,cargo-deny,0.19.0,fetchFromGitHub,https://github.com/EmbarkStudios/cargo-deny,EmbarkStudios,cargo-deny,refs/tags/0.19.0,tag,sha256-kDjRP+UXYzsXTrcsPbomtATzDVTSZqXoRXf6qqCGOZw=,https://github.com/EmbarkStudios/cargo-deny/archive/refs/tags/0.19.0.tar.gz
cargo-feature,cargo-feature,0.7.0,fetchFromGitHub,https://github.com/Riey/cargo-feature,Riey,cargo-feature,v0.7.0,tag,sha256-UPpqkz/PwoMaJan9itfldjyTmZmiMb6PzCyu9Vtjj1s=,https://github.com/Riey/cargo-feature/archive/v0.7.0.tar.gz
cargo-modules,cargo-modules,0.25.0,fetchFromGitHub,https://github.com/regexident/cargo-modules,regexident,cargo-modules,refs/tags/v0.25.0,tag,sha256-FghGqRV9KaRPZ7l3t/AB7f1XufOsNdiGFUk8GUwAxtY=,https://github.com/regexident/cargo-modules/archive/refs/tags/v0.25.0.tar.gz
cargo-ndk,cargo-ndk,4.1.2,fetchFromGitHub,https://github.com/bbqsrc/cargo-ndk,bbqsrc,cargo-ndk,v4.1.2,tag,sha256-1LtjBbfrHKgfqcwz40l7d4+d9C4vY/BKI2P2Oshk+a0=,https://github.com/bbqsrc/cargo-ndk/archive/v4.1.2.tar.gz
cargo-tarpaulin,cargo-tarpaulin,0.35.2,fetchFromGitHub,https://github.com/xd009642/tarpaulin,xd009642,tarpaulin,refs/tags/0.35.2,tag,sha256-DI1xkRLW/RAAw41SfsoJqk8D7cGTrTV1jj63Rwe+E4A=,https://github.com/xd009642/tarpaulin/archive/refs/tags/0.35.2.tar.gz
cargo-tauri,tauri,2.9.6,fetchFromGitHub,https://github.com/tauri-apps/tauri,tauri-apps,tauri,refs/tags/tauri-cli-v2.9.6,tag,sha256-VtZxFkxOLMNwl3A/2qoNJ/HXr5FXFKQYw+ri5Yp8eOE=,https://github.com/tauri-apps/tauri/archive/refs/tags/tauri-cli-v2.9.6.tar.gz
cargo-tauri_1,tauri,1.6.6,fetchFromGitHub,https://github.com/tauri-apps/tauri,tauri-apps,tauri,refs/tags/tauri-cli-v1.6.6,tag,sha256-UE/mJ0WdbVT4E1YuUCtu80UB+1WR+KRWs+4Emy3Nclc=,https://github.com/tauri-apps/tauri/archive/refs/tags/tauri-cli-v1.6.6.tar.gz
cargo-valgrind,cargo-valgrind,2.4.0,fetchFromGitHub,https://github.com/jfrimmel/cargo-valgrind,jfrimmel,cargo-valgrind,refs/tags/2.4.0,tag,sha256-sVW3zNe0a9iQQ0vRWJofqG4gwUJ/w0U4ugVyMNtWX98=,https://github.com/jfrimmel/cargo-valgrind/archive/refs/tags/2.4.0.tar.gz
casadi,casadi,3.7.2,fetchFromGitHub,https://github.com/casadi/casadi,casadi,casadi,refs/tags/3.7.2,tag,sha256-I6CYtKVvE67NSYH/JGJFP5wHhm1xACctz7uTwOFFihA=,https://github.com/casadi/casadi/archive/refs/tags/3.7.2.tar.gz
catboost,catboost,1.2.7,fetchFromGitHub,https://github.com/catboost/catboost,catboost,catboost,refs/tags/v1.2.7,tag,sha256-I3geFdVQ1Pm61eRXi+ueaxel3QRb8EJV9f4zV2Q7kk4=,https://github.com/catboost/catboost/archive/refs/tags/v1.2.7.tar.gz
catch2,catch2,2.13.10,fetchFromGitHub,https://github.com/catchorg/Catch2,catchorg,Catch2,v2.13.10,tag,sha256-XnT2ziES94Y4uzWmaxSw7nWegJFQjAqFUG8PkwK5nLU=,https://github.com/catchorg/Catch2/archive/v2.13.10.tar.gz
catch2_3,catch2,3.12.0,fetchFromGitHub,https://github.com/catchorg/Catch2,catchorg,Catch2,refs/tags/v3.12.0,tag,sha256-M1n2jWiA0hNCNqO3zSXRANiaMVCebn7/VU/4FfcjoA8=,https://github.com/catchorg/Catch2/archive/refs/tags/v3.12.0.tar.gz
cbmc,cbmc,6.8.0,fetchFromGitHub,https://github.com/diffblue/cbmc,diffblue,cbmc,refs/tags/cbmc-6.8.0,tag,sha256-PT6AYiwkplCeyMREZnGZA0BKl4ZESRC02/9ibKg7mYU=,https://github.com/diffblue/cbmc/archive/refs/tags/cbmc-6.8.0.tar.gz
ccache,ccache,4.12.3,fetchFromGitHub,https://github.com/ccache/ccache,ccache,ccache,refs/tags/v4.12.3,tag,sha256-oX7qG3jjrLm4gKZd8w7Bc7uE5U5sIa35//PDRJ/XHcM=,https://github.com/ccache/ccache/archive/refs/tags/v4.12.3.tar.gz
ccid,ccid,1.7.0,fetchFromGitHub,https://github.com/LudovicRousseau/CCID,LudovicRousseau,CCID,refs/tags/1.7.0,tag,sha256-6eaznSIQZl1bpIe1F9EtwotF9BjOruJ9g/c2QrTgfUg=,https://github.com/LudovicRousseau/CCID/archive/refs/tags/1.7.0.tar.gz
ccls,ccls,0.20250815.1,fetchFromGitHub,https://github.com/MaskRay/ccls,MaskRay,ccls,refs/tags/0.20250815.1,tag,sha256-3Wi8hsjFtFa0/HCZtli2omOskIlxV7FndbJv9MOWhMo=,https://github.com/MaskRay/ccls/archive/refs/tags/0.20250815.1.tar.gz
cdecl,cdecl,18.5,fetchFromGitHub,https://github.com/paul-j-lucas/cdecl,paul-j-lucas,cdecl,refs/tags/cdecl-18.5,tag,sha256-cC098+W8cbcumBv+3ZFwGYXmens4u0aQSx5Lvw6maYM=,https://github.com/paul-j-lucas/cdecl/archive/refs/tags/cdecl-18.5.tar.gz
cdrdao,cdrdao,1.2.6,fetchFromGitHub,https://github.com/cdrdao/cdrdao,cdrdao,cdrdao,refs/tags/rel_1_2_6,tag,sha256-XEaJsv3c/xPO6jclJBbTopOnYamIOlumD2B+hJZraEE=,https://github.com/cdrdao/cdrdao/archive/refs/tags/rel_1_2_6.tar.gz
celestia,celestia,1.6.4,fetchFromGitHub,https://github.com/CelestiaProject/Celestia,CelestiaProject,Celestia,1.6.4,tag,sha256-MkElGo1ZR0ImW/526QlDE1ePd+VOQxwkX7l+0WyZ6Vs=,https://github.com/CelestiaProject/Celestia/archive/1.6.4.tar.gz
cemu-ti,CEmu,2.0,fetchFromGitHub,https://github.com/CE-Programming/CEmu,CE-Programming,CEmu,v2.0,tag,sha256-fohsIJrvPDMmYHoPbmYQlKLMnj/B3XEBaerZYuqxvd8=,
certgraph,certgraph,0.1.2,fetchFromGitHub,https://github.com/lanrat/certgraph,lanrat,certgraph,refs/tags/v0.1.2,tag,sha256-WlNrKmny4fODnSEkP8HUF+VzMX1/LKYMdSnm7DON8Po=,https://github.com/lanrat/certgraph/archive/refs/tags/v0.1.2.tar.gz
cf-terraforming,cf-terraforming,0.24.0,fetchFromGitHub,https://github.com/cloudflare/cf-terraforming,cloudflare,cf-terraforming,v0.24.0,tag,sha256-jj8bU6n5dpuF9Gg+xh/JXYWODR1C+Q3Lq9oaKJRnm7E=,https://github.com/cloudflare/cf-terraforming/archive/v0.24.0.tar.gz
